name,species,height,weight,hp,attack,defence,sp_attack,sp_defence,speed,type1,type2,ability1,ability2,hidden_ability,pokedex,genus,capture_rate,color,shape,is_baby,is_legendary,is_mythical,generation,egg_group1,egg_group2,is_mega
keldeo-resolute,keldeo,14,485,91,72,90,129,90,108,water,fighting,justified,,,647,,3,yellow,,False,False,True,5,no-eggs,,False
meloetta-aria,meloetta,6,65,100,77,77,128,128,90,normal,psychic,serene-grace,,,648,,3,white,,False,False,True,5,no-eggs,,False
meloetta-pirouette,meloetta,6,65,100,128,90,77,77,128,normal,fighting,serene-grace,,,648,,3,white,,False,False,True,5,no-eggs,,False
genesect,genesect,15,825,71,120,95,120,95,99,bug,steel,download,,,649,,3,purple,,False,False,True,5,no-eggs,,False
chespin,chespin,4,90,56,61,65,48,45,38,grass,,overgrow,bulletproof,,650,,45,green,,False,False,False,6,ground,,False
quilladin,quilladin,7,290,61,78,95,56,58,57,grass,,overgrow,bulletproof,,651,,45,green,,False,False,False,6,ground,,False
chesnaught,chesnaught,16,900,88,107,122,74,75,64,grass,fighting,overgrow,bulletproof,,652,,45,green,,False,False,False,6,ground,,False
fennekin,fennekin,4,94,40,45,40,62,60,60,fire,,blaze,magician,,653,,45,red,,False,False,False,6,ground,,False
braixen,braixen,10,145,59,59,58,90,70,73,fire,,blaze,magician,,654,,45,red,,False,False,False,6,ground,,False
delphox,delphox,15,390,75,69,72,114,100,104,fire,psychic,blaze,magician,,655,,45,red,,False,False,False,6,ground,,False
froakie,froakie,3,70,41,56,40,62,44,71,water,,torrent,protean,,656,,45,blue,,False,False,False,6,water1,,False
frogadier,frogadier,6,109,54,63,52,83,56,97,water,,torrent,protean,,657,,45,blue,,False,False,False,6,water1,,False
greninja,greninja,15,400,72,95,67,103,71,122,water,dark,torrent,protean,,658,,45,blue,,False,False,False,6,water1,,False
greninja-ash,greninja,15,400,72,145,67,153,71,132,water,dark,battle-bond,,,658,,45,blue,,False,False,False,6,water1,,False
greninja-battle-bond,greninja,15,400,72,95,67,103,71,122,water,dark,battle-bond,,,658,,45,blue,,False,False,False,6,water1,,False
bunnelby,bunnelby,4,50,38,36,38,32,36,57,normal,,pickup,cheek-pouch,huge-power,659,,255,brown,,False,False,False,6,ground,,False
diggersby,diggersby,10,424,85,56,77,50,77,78,normal,ground,pickup,cheek-pouch,huge-power,660,,127,brown,,False,False,False,6,ground,,False
fletchling,fletchling,3,17,45,50,43,40,38,62,normal,flying,big-pecks,gale-wings,,661,,255,red,,False,False,False,6,flying,,False
fletchinder,fletchinder,7,160,62,73,55,56,52,84,fire,flying,flame-body,gale-wings,,662,,120,red,,False,False,False,6,flying,,False
talonflame,talonflame,12,245,78,81,71,74,69,126,fire,flying,flame-body,gale-wings,,663,,45,red,,False,False,False,6,flying,,False
scatterbug,scatterbug,3,25,38,35,40,27,25,35,bug,,shield-dust,compound-eyes,friend-guard,664,,255,black,,False,False,False,6,bug,,False
spewpa,spewpa,3,84,45,22,60,27,30,29,bug,,shed-skin,friend-guard,,665,,120,black,,False,False,False,6,bug,,False
vivillon,vivillon,12,170,80,52,50,90,50,89,bug,flying,shield-dust,compound-eyes,friend-guard,666,,45,white,,False,False,False,6,bug,,False
litleo,litleo,6,135,62,50,58,73,54,72,fire,normal,rivalry,unnerve,moxie,667,,220,brown,,False,False,False,6,ground,,False
pyroar,pyroar,15,815,86,68,72,109,66,106,fire,normal,rivalry,unnerve,moxie,668,,65,brown,,False,False,False,6,ground,,False
flabebe,flabebe,1,1,44,38,39,61,79,42,fairy,,flower-veil,symbiosis,,669,,225,white,,False,False,False,6,fairy,,False
floette,floette,2,9,54,45,47,75,98,52,fairy,,flower-veil,symbiosis,,670,,120,white,,False,False,False,6,fairy,,False
floette-eternal,floette,2,9,74,65,67,125,128,92,fairy,,flower-veil,symbiosis,,670,,120,white,,False,False,False,6,fairy,,False
florges,florges,11,100,78,65,68,112,154,75,fairy,,flower-veil,symbiosis,,671,,45,white,,False,False,False,6,fairy,,False
skiddo,skiddo,9,310,66,65,48,62,57,52,grass,,sap-sipper,grass-pelt,,672,,200,brown,,False,False,False,6,ground,,False
gogoat,gogoat,17,910,123,100,62,97,81,68,grass,,sap-sipper,grass-pelt,,673,,45,brown,,False,False,False,6,ground,,False
pancham,pancham,6,80,67,82,62,46,48,43,fighting,,iron-fist,mold-breaker,scrappy,674,,220,white,,False,False,False,6,ground,humanshape,False
pangoro,pangoro,21,1360,95,124,78,69,71,58,fighting,dark,iron-fist,mold-breaker,scrappy,675,,65,white,,False,False,False,6,ground,humanshape,False
furfrou,furfrou,12,280,75,80,60,65,90,102,normal,,fur-coat,,,676,,160,white,,False,False,False,6,ground,,False
espurr,espurr,3,35,62,48,54,63,60,68,psychic,,keen-eye,infiltrator,own-tempo,677,,190,gray,,False,False,False,6,ground,,False
meowstic-female,meowstic,6,85,74,48,76,83,81,104,psychic,,keen-eye,infiltrator,competitive,678,,75,blue,,False,False,False,6,ground,,False
meowstic-male,meowstic,6,85,74,48,76,83,81,104,psychic,,keen-eye,infiltrator,prankster,678,,75,blue,,False,False,False,6,ground,,False
honedge,honedge,8,20,45,80,100,35,37,28,steel,ghost,no-guard,,,679,,180,brown,,False,False,False,6,mineral,,False
doublade,doublade,8,45,59,110,150,45,49,35,steel,ghost,no-guard,,,680,,90,brown,,False,False,False,6,mineral,,False
aegislash-blade,aegislash,17,530,60,140,50,140,50,60,steel,ghost,stance-change,,,681,,45,brown,,False,False,False,6,mineral,,False
aegislash-shield,aegislash,17,530,60,50,140,50,140,60,steel,ghost,stance-change,,,681,,45,brown,,False,False,False,6,mineral,,False
spritzee,spritzee,2,5,78,52,60,63,65,23,fairy,,healer,aroma-veil,,682,,200,pink,,False,False,False,6,fairy,,False
aromatisse,aromatisse,8,155,101,72,72,99,89,29,fairy,,healer,aroma-veil,,683,,140,pink,,False,False,False,6,fairy,,False
swirlix,swirlix,4,35,62,48,66,59,57,49,fairy,,sweet-veil,unburden,,684,,200,white,,False,False,False,6,fairy,,False
slurpuff,slurpuff,8,50,82,80,86,85,75,72,fairy,,sweet-veil,unburden,,685,,140,white,,False,False,False,6,fairy,,False
inkay,inkay,4,35,53,54,53,37,46,45,dark,psychic,contrary,suction-cups,infiltrator,686,,190,blue,,False,False,False,6,water1,water2,False
malamar,malamar,15,470,86,92,88,68,75,73,dark,psychic,contrary,suction-cups,infiltrator,687,,80,blue,,False,False,False,6,water1,water2,False
binacle,binacle,5,310,42,52,67,39,56,50,rock,water,tough-claws,sniper,pickpocket,688,,120,brown,,False,False,False,6,water3,,False
barbaracle,barbaracle,13,960,72,105,115,54,86,68,rock,water,tough-claws,sniper,pickpocket,689,,45,brown,,False,False,False,6,water3,,False
skrelp,skrelp,5,73,50,60,60,60,60,30,poison,water,poison-point,poison-touch,adaptability,690,,225,brown,,False,False,False,6,water1,dragon,False
dragalge,dragalge,18,815,65,75,90,97,123,44,poison,dragon,poison-point,poison-touch,adaptability,691,,55,brown,,False,False,False,6,water1,dragon,False
clauncher,clauncher,5,83,50,53,62,58,63,44,water,,mega-launcher,,,692,,225,blue,,False,False,False,6,water1,water3,False
clawitzer,clawitzer,13,353,71,73,88,120,89,59,water,,mega-launcher,,,693,,55,blue,,False,False,False,6,water1,water3,False
helioptile,helioptile,5,60,44,38,33,61,43,70,electric,normal,dry-skin,sand-veil,solar-power,694,,190,yellow,,False,False,False,6,monster,dragon,False
heliolisk,heliolisk,10,210,62,55,52,109,94,109,electric,normal,dry-skin,sand-veil,solar-power,695,,75,yellow,,False,False,False,6,monster,dragon,False
tyrunt,tyrunt,8,260,58,89,77,45,45,48,rock,dragon,strong-jaw,sturdy,,696,,45,brown,,False,False,False,6,monster,dragon,False
tyrantrum,tyrantrum,25,2700,82,121,119,69,59,71,rock,dragon,strong-jaw,rock-head,,697,,45,red,,False,False,False,6,monster,dragon,False
amaura,amaura,13,252,77,59,50,67,63,46,rock,ice,refrigerate,snow-warning,,698,,45,blue,,False,False,False,6,monster,,False
aurorus,aurorus,27,2250,123,77,72,99,92,58,rock,ice,refrigerate,snow-warning,,699,,45,blue,,False,False,False,6,monster,,False
sylveon,sylveon,10,235,95,65,65,110,130,60,fairy,,cute-charm,pixilate,,700,,45,pink,,False,False,False,6,ground,,False
hawlucha,hawlucha,8,215,78,92,75,74,63,118,fighting,flying,limber,unburden,mold-breaker,701,,100,green,,False,False,False,6,flying,humanshape,False
dedenne,dedenne,2,22,67,58,57,81,67,101,electric,fairy,cheek-pouch,pickup,plus,702,,180,yellow,,False,False,False,6,ground,fairy,False
carbink,carbink,3,57,50,50,150,50,150,50,rock,fairy,clear-body,sturdy,,703,,60,gray,,False,False,False,6,fairy,mineral,False
goomy,goomy,3,28,45,50,35,55,75,40,dragon,,sap-sipper,hydration,gooey,704,,45,purple,,False,False,False,6,dragon,,False
sliggoo,sliggoo,8,175,68,75,53,83,113,60,dragon,,sap-sipper,hydration,gooey,705,,45,purple,,False,False,False,6,dragon,,False
sliggoo-hisui,sliggoo,7,685,58,75,83,83,113,40,steel,dragon,sap-sipper,shell-armor,gooey,705,,45,purple,,False,False,False,6,dragon,,False
goodra,goodra,20,1505,90,100,70,110,150,80,dragon,,sap-sipper,hydration,gooey,706,,45,purple,,False,False,False,6,dragon,,False
goodra-hisui,goodra,17,3341,80,100,100,110,150,60,steel,dragon,sap-sipper,shell-armor,gooey,706,,45,purple,,False,False,False,6,dragon,,False
klefki,klefki,2,30,57,80,91,80,87,75,steel,fairy,prankster,magician,,707,,75,gray,,False,False,False,6,mineral,,False
phantump,phantump,4,70,43,70,48,50,60,38,ghost,grass,natural-cure,frisk,harvest,708,,120,brown,,False,False,False,6,plant,indeterminate,False
trevenant,trevenant,15,710,85,110,76,65,82,56,ghost,grass,natural-cure,frisk,harvest,709,,60,brown,,False,False,False,6,plant,indeterminate,False
pumpkaboo-average,pumpkaboo,4,50,49,66,70,44,55,51,ghost,grass,pickup,frisk,insomnia,710,,120,brown,,False,False,False,6,indeterminate,,False
pumpkaboo-large,pumpkaboo,5,75,54,66,70,44,55,46,ghost,grass,pickup,frisk,insomnia,710,,120,brown,,False,False,False,6,indeterminate,,False
pumpkaboo-small,pumpkaboo,3,35,44,66,70,44,55,56,ghost,grass,pickup,frisk,insomnia,710,,120,brown,,False,False,False,6,indeterminate,,False
pumpkaboo-super,pumpkaboo,8,150,59,66,70,44,55,41,ghost,grass,pickup,frisk,insomnia,710,,120,brown,,False,False,False,6,indeterminate,,False
gourgeist-average,gourgeist,9,125,65,90,122,58,75,84,ghost,grass,pickup,frisk,insomnia,711,,60,brown,,False,False,False,6,indeterminate,,False
gourgeist-large,gourgeist,11,140,75,95,122,58,75,69,ghost,grass,pickup,frisk,insomnia,711,,60,brown,,False,False,False,6,indeterminate,,False
gourgeist-small,gourgeist,7,95,55,85,122,58,75,99,ghost,grass,pickup,frisk,insomnia,711,,60,brown,,False,False,False,6,indeterminate,,False
gourgeist-super,gourgeist,17,390,85,100,122,58,75,54,ghost,grass,pickup,frisk,insomnia,711,,60,brown,,False,False,False,6,indeterminate,,False
bergmite,bergmite,10,995,55,69,85,32,35,28,ice,,own-tempo,ice-body,sturdy,712,,190,blue,,False,False,False,6,monster,mineral,False
avalugg,avalugg,20,5050,95,117,184,44,46,28,ice,,own-tempo,ice-body,sturdy,713,,55,blue,,False,False,False,6,monster,mineral,False
avalugg-hisui,avalugg,14,2624,95,127,184,34,36,38,ice,rock,strong-jaw,ice-body,sturdy,713,,55,blue,,False,False,False,6,monster,mineral,False
noibat,noibat,5,80,40,30,35,45,40,55,flying,dragon,frisk,infiltrator,telepathy,714,,190,purple,,False,False,False,6,flying,dragon,False
noivern,noivern,15,850,85,70,80,97,80,123,flying,dragon,frisk,infiltrator,telepathy,715,,45,purple,,False,False,False,6,flying,dragon,False
xerneas,xerneas,30,2150,126,131,95,131,98,99,fairy,,fairy-aura,,,716,,45,blue,,False,True,False,6,no-eggs,,False
yveltal,yveltal,58,2030,126,131,95,131,98,99,dark,flying,dark-aura,,,717,,45,red,,False,True,False,6,no-eggs,,False
zygarde-10,zygarde,12,335,54,100,71,61,85,115,dragon,ground,aura-break,,,718,,3,green,,False,True,False,6,no-eggs,,False
zygarde-10-power-construct,zygarde,12,335,54,100,71,61,85,115,dragon,ground,power-construct,,,718,,3,green,,False,True,False,6,no-eggs,,False
zygarde-50,zygarde,50,3050,108,100,121,81,95,95,dragon,ground,aura-break,,,718,,3,green,,False,True,False,6,no-eggs,,False
zygarde-50-power-construct,zygarde,50,3050,108,100,121,81,95,95,dragon,ground,power-construct,,,718,,3,green,,False,True,False,6,no-eggs,,False
zygarde-complete,zygarde,45,6100,216,100,121,91,95,85,dragon,ground,power-construct,,,718,,3,green,,False,True,False,6,no-eggs,,False
diancie,diancie,7,88,50,100,150,100,150,50,rock,fairy,clear-body,,,719,,3,pink,,False,False,True,6,no-eggs,,False
diancie-mega,diancie,11,278,50,160,110,160,110,110,rock,fairy,magic-bounce,,,719,,3,pink,,False,False,True,6,no-eggs,,True
hoopa,hoopa,5,90,80,110,60,150,130,70,psychic,ghost,magician,,,720,,3,purple,,False,False,True,6,no-eggs,,False
hoopa-unbound,hoopa,65,4900,80,160,60,170,130,80,psychic,dark,magician,,,720,,3,purple,,False,False,True,6,no-eggs,,False
volcanion,volcanion,17,1950,80,110,120,130,90,70,fire,water,water-absorb,,,721,,3,brown,,False,False,True,6,no-eggs,,False
rowlet,rowlet,3,15,68,55,55,50,50,42,grass,flying,overgrow,long-reach,,722,,45,brown,,False,False,False,7,flying,,False
dartrix,dartrix,7,160,78,75,75,70,70,52,grass,flying,overgrow,long-reach,,723,,45,brown,,False,False,False,7,flying,,False
decidueye,decidueye,16,366,78,107,75,100,100,70,grass,ghost,overgrow,long-reach,,724,,45,brown,,False,False,False,7,flying,,False
decidueye-hisui,decidueye,16,370,88,112,80,95,95,60,grass,fighting,overgrow,scrappy,,724,,45,brown,,False,False,False,7,flying,,False
litten,litten,4,43,45,65,40,60,40,70,fire,,blaze,intimidate,,725,,45,red,,False,False,False,7,ground,,False
torracat,torracat,7,250,65,85,50,80,50,90,fire,,blaze,intimidate,,726,,45,red,,False,False,False,7,ground,,False
incineroar,incineroar,18,830,95,115,90,80,90,60,fire,dark,blaze,intimidate,,727,,45,red,,False,False,False,7,ground,,False
popplio,popplio,4,75,50,54,54,66,56,40,water,,torrent,liquid-voice,,728,,45,blue,,False,False,False,7,water1,ground,False
brionne,brionne,6,175,60,69,69,91,81,50,water,,torrent,liquid-voice,,729,,45,blue,,False,False,False,7,water1,ground,False
primarina,primarina,18,440,80,74,74,126,116,60,water,fairy,torrent,liquid-voice,,730,,45,blue,,False,False,False,7,water1,ground,False
pikipek,pikipek,3,12,35,75,30,30,30,65,normal,flying,keen-eye,skill-link,pickup,731,,255,black,,False,False,False,7,flying,,False
trumbeak,trumbeak,6,148,55,85,50,40,50,75,normal,flying,keen-eye,skill-link,pickup,732,,120,black,,False,False,False,7,flying,,False
toucannon,toucannon,11,260,80,120,75,75,75,60,normal,flying,keen-eye,skill-link,sheer-force,733,,45,black,,False,False,False,7,flying,,False
yungoos,yungoos,4,60,48,70,30,30,30,45,normal,,stakeout,strong-jaw,adaptability,734,,255,brown,,False,False,False,7,ground,,False
gumshoos,gumshoos,7,142,88,110,60,55,60,45,normal,,stakeout,strong-jaw,adaptability,735,,127,brown,,False,False,False,7,ground,,False
gumshoos-totem,gumshoos,14,600,88,110,60,55,60,45,normal,,stakeout,strong-jaw,adaptability,735,,127,brown,,False,False,False,7,ground,,False
grubbin,grubbin,4,44,47,62,45,55,45,46,bug,,swarm,,,736,,255,gray,,False,False,False,7,bug,,False
charjabug,charjabug,5,105,57,82,95,55,75,36,bug,electric,battery,,,737,,120,green,,False,False,False,7,bug,,False
vikavolt,vikavolt,15,450,77,70,90,145,75,43,bug,electric,levitate,,,738,,45,blue,,False,False,False,7,bug,,False
vikavolt-totem,vikavolt,26,1475,77,70,90,145,75,43,bug,electric,levitate,,,738,,45,blue,,False,False,False,7,bug,,False
crabrawler,crabrawler,6,70,47,82,57,42,47,63,fighting,,hyper-cutter,iron-fist,anger-point,739,,225,purple,,False,False,False,7,water3,,False
crabominable,crabominable,17,1800,97,132,77,62,67,43,fighting,ice,hyper-cutter,iron-fist,anger-point,740,,60,white,,False,False,False,7,water3,,False
oricorio-baile,oricorio,6,34,75,70,70,98,70,93,fire,flying,dancer,,,741,,45,red,,False,False,False,7,flying,,False
oricorio-pau,oricorio,6,34,75,70,70,98,70,93,psychic,flying,dancer,,,741,,45,red,,False,False,False,7,flying,,False
oricorio-pom-pom,oricorio,6,34,75,70,70,98,70,93,electric,flying,dancer,,,741,,45,red,,False,False,False,7,flying,,False
oricorio-sensu,oricorio,6,34,75,70,70,98,70,93,ghost,flying,dancer,,,741,,45,red,,False,False,False,7,flying,,False
cutiefly,cutiefly,1,2,40,45,40,55,40,84,bug,fairy,honey-gather,shield-dust,sweet-veil,742,,190,yellow,,False,False,False,7,bug,fairy,False
ribombee,ribombee,2,5,60,55,60,95,70,124,bug,fairy,honey-gather,shield-dust,sweet-veil,743,,75,yellow,,False,False,False,7,bug,fairy,False
ribombee-totem,ribombee,4,20,60,55,60,95,70,124,bug,fairy,honey-gather,shield-dust,sweet-veil,743,,75,yellow,,False,False,False,7,bug,fairy,False
rockruff,rockruff,5,92,45,65,40,30,40,60,rock,,keen-eye,vital-spirit,steadfast,744,,190,brown,,False,False,False,7,ground,,False
rockruff-own-tempo,rockruff,5,92,45,65,40,30,40,60,rock,,own-tempo,,,744,,190,brown,,False,False,False,7,ground,,False
lycanroc-dusk,lycanroc,8,250,75,117,65,55,65,110,rock,,tough-claws,,,745,,90,brown,,False,False,False,7,ground,,False
lycanroc-midday,lycanroc,8,250,75,115,65,55,65,112,rock,,keen-eye,sand-rush,steadfast,745,,90,brown,,False,False,False,7,ground,,False
lycanroc-midnight,lycanroc,11,250,85,115,75,55,75,82,rock,,keen-eye,vital-spirit,no-guard,745,,90,brown,,False,False,False,7,ground,,False
wishiwashi-school,wishiwashi,82,786,45,140,130,140,135,30,water,,schooling,,,746,,60,blue,,False,False,False,7,water2,,False
wishiwashi-solo,wishiwashi,2,3,45,20,20,25,25,40,water,,schooling,,,746,,60,blue,,False,False,False,7,water2,,False
mareanie,mareanie,4,80,50,53,62,43,52,45,poison,water,merciless,limber,regenerator,747,,190,blue,,False,False,False,7,water1,,False
toxapex,toxapex,7,145,50,63,152,53,142,35,poison,water,merciless,limber,regenerator,748,,75,blue,,False,False,False,7,water1,,False
mudbray,mudbray,10,1100,70,100,70,45,55,45,ground,,own-tempo,stamina,inner-focus,749,,190,brown,,False,False,False,7,ground,,False
mudsdale,mudsdale,25,9200,100,125,100,55,85,35,ground,,own-tempo,stamina,inner-focus,750,,60,brown,,False,False,False,7,ground,,False
dewpider,dewpider,3,40,38,40,52,40,72,27,water,bug,water-bubble,water-absorb,,751,,200,green,,False,False,False,7,water1,bug,False
araquanid,araquanid,18,820,68,70,92,50,132,42,water,bug,water-bubble,water-absorb,,752,,100,green,,False,False,False,7,water1,bug,False
araquanid-totem,araquanid,31,2175,68,70,92,50,132,42,water,bug,water-bubble,water-absorb,,752,,100,green,,False,False,False,7,water1,bug,False
fomantis,fomantis,3,15,40,55,35,50,35,35,grass,,leaf-guard,contrary,,753,,190,pink,,False,False,False,7,plant,,False
lurantis,lurantis,9,185,70,105,90,80,90,45,grass,,leaf-guard,contrary,,754,,75,pink,,False,False,False,7,plant,,False
lurantis-totem,lurantis,15,580,70,105,90,80,90,45,grass,,leaf-guard,contrary,,754,,75,pink,,False,False,False,7,plant,,False
morelull,morelull,2,15,40,35,55,65,75,15,grass,fairy,illuminate,effect-spore,rain-dish,755,,190,purple,,False,False,False,7,plant,,False
shiinotic,shiinotic,10,115,60,45,80,90,100,30,grass,fairy,illuminate,effect-spore,rain-dish,756,,75,purple,,False,False,False,7,plant,,False
salandit,salandit,6,48,48,44,40,71,40,77,poison,fire,corrosion,oblivious,,757,,120,black,,False,False,False,7,monster,dragon,False
salazzle,salazzle,12,222,68,64,60,111,60,117,poison,fire,corrosion,oblivious,,758,,45,black,,False,False,False,7,monster,dragon,False
salazzle-totem,salazzle,21,810,68,64,60,111,60,117,poison,fire,corrosion,oblivious,,758,,45,black,,False,False,False,7,monster,dragon,False
stufful,stufful,5,68,70,75,50,45,50,50,normal,fighting,fluffy,klutz,cute-charm,759,,140,pink,,False,False,False,7,ground,,False
bewear,bewear,21,1350,120,125,80,55,60,60,normal,fighting,fluffy,klutz,unnerve,760,,70,pink,,False,False,False,7,ground,,False
bounsweet,bounsweet,3,32,42,30,38,30,38,32,grass,,leaf-guard,oblivious,sweet-veil,761,,235,purple,,False,False,False,7,plant,,False
steenee,steenee,7,82,52,40,48,40,48,62,grass,,leaf-guard,oblivious,sweet-veil,762,,120,purple,,False,False,False,7,plant,,False
tsareena,tsareena,12,214,72,120,98,50,98,72,grass,,leaf-guard,queenly-majesty,sweet-veil,763,,45,purple,,False,False,False,7,plant,,False
comfey,comfey,1,3,51,52,90,82,110,100,fairy,,flower-veil,triage,natural-cure,764,,60,green,,False,False,False,7,plant,,False
oranguru,oranguru,15,760,90,60,80,90,110,60,normal,psychic,inner-focus,telepathy,symbiosis,765,,45,white,,False,False,False,7,ground,,False
passimian,passimian,20,828,100,120,90,40,60,80,fighting,,receiver,defiant,,766,,45,white,,False,False,False,7,ground,,False
wimpod,wimpod,5,120,25,35,40,20,30,80,bug,water,wimp-out,,,767,,90,gray,,False,False,False,7,bug,water3,False
golisopod,golisopod,20,1080,75,125,140,60,90,40,bug,water,emergency-exit,,,768,,45,gray,,False,False,False,7,bug,water3,False
sandygast,sandygast,5,700,55,55,80,70,45,15,ghost,ground,water-compaction,sand-veil,,769,,140,brown,,False,False,False,7,indeterminate,,False
palossand,palossand,13,2500,85,75,110,100,75,35,ghost,ground,water-compaction,sand-veil,,770,,60,brown,,False,False,False,7,indeterminate,,False
pyukumuku,pyukumuku,3,12,55,60,130,30,130,5,water,,innards-out,unaware,,771,,60,black,,False,False,False,7,water1,,False
type-null,type-null,19,1205,95,95,95,95,95,59,normal,,battle-armor,,,772,,3,gray,,False,False,False,7,no-eggs,,False
silvally,silvally,23,1005,95,95,95,95,95,95,normal,,rks-system,,,773,,3,gray,,False,True,False,7,no-eggs,,False
minior-blue,minior,3,3,60,100,60,100,60,120,rock,flying,shields-down,,,774,,30,brown,,False,False,False,7,mineral,,False
minior-blue-meteor,minior,3,400,60,60,100,60,100,60,rock,flying,shields-down,,,774,,30,brown,,False,False,False,7,mineral,,False
minior-green,minior,3,3,60,100,60,100,60,120,rock,flying,shields-down,,,774,,30,brown,,False,False,False,7,mineral,,False
minior-green-meteor,minior,3,400,60,60,100,60,100,60,rock,flying,shields-down,,,774,,30,brown,,False,False,False,7,mineral,,False
minior-indigo,minior,3,3,60,100,60,100,60,120,rock,flying,shields-down,,,774,,30,brown,,False,False,False,7,mineral,,False
minior-indigo-meteor,minior,3,400,60,60,100,60,100,60,rock,flying,shields-down,,,774,,30,brown,,False,False,False,7,mineral,,False
minior-orange,minior,3,3,60,100,60,100,60,120,rock,flying,shields-down,,,774,,30,brown,,False,False,False,7,mineral,,False
minior-orange-meteor,minior,3,400,60,60,100,60,100,60,rock,flying,shields-down,,,774,,30,brown,,False,False,False,7,mineral,,False
minior-red,minior,3,3,60,100,60,100,60,120,rock,flying,shields-down,,,774,,30,brown,,False,False,False,7,mineral,,False
minior-red-meteor,minior,3,400,60,60,100,60,100,60,rock,flying,shields-down,,,774,,30,brown,,False,False,False,7,mineral,,False
minior-violet,minior,3,3,60,100,60,100,60,120,rock,flying,shields-down,,,774,,30,brown,,False,False,False,7,mineral,,False
minior-violet-meteor,minior,3,400,60,60,100,60,100,60,rock,flying,shields-down,,,774,,30,brown,,False,False,False,7,mineral,,False
minior-yellow,minior,3,3,60,100,60,100,60,120,rock,flying,shields-down,,,774,,30,brown,,False,False,False,7,mineral,,False
minior-yellow-meteor,minior,3,400,60,60,100,60,100,60,rock,flying,shields-down,,,774,,30,brown,,False,False,False,7,mineral,,False
komala,komala,4,199,65,115,65,75,95,65,normal,,comatose,,,775,,45,blue,,False,False,False,7,ground,,False
turtonator,turtonator,20,2120,60,78,135,91,85,36,fire,dragon,shell-armor,,,776,,70,red,,False,False,False,7,monster,dragon,False
togedemaru,togedemaru,3,33,65,98,63,40,73,96,electric,steel,iron-barbs,lightning-rod,sturdy,777,,180,gray,,False,False,False,7,ground,fairy,False
togedemaru-totem,togedemaru,6,130,65,98,63,40,73,96,electric,steel,iron-barbs,lightning-rod,sturdy,777,,180,gray,,False,False,False,7,ground,fairy,False
mimikyu-busted,mimikyu,2,7,55,90,80,50,105,96,ghost,fairy,disguise,,,778,,45,yellow,,False,False,False,7,indeterminate,,False
mimikyu-disguised,mimikyu,2,7,55,90,80,50,105,96,ghost,fairy,disguise,,,778,,45,yellow,,False,False,False,7,indeterminate,,False
mimikyu-totem-busted,mimikyu,4,28,55,90,80,50,105,96,ghost,fairy,disguise,,,778,,45,yellow,,False,False,False,7,indeterminate,,False
mimikyu-totem-disguised,mimikyu,4,28,55,90,80,50,105,96,ghost,fairy,disguise,,,778,,45,yellow,,False,False,False,7,indeterminate,,False
bruxish,bruxish,9,190,68,105,70,70,70,92,water,psychic,dazzling,strong-jaw,wonder-skin,779,,80,pink,,False,False,False,7,water2,,False
drampa,drampa,30,1850,78,60,85,135,91,36,normal,dragon,berserk,sap-sipper,cloud-nine,780,,70,white,,False,False,False,7,monster,dragon,False
dhelmise,dhelmise,39,2100,70,131,100,86,90,40,ghost,grass,steelworker,,,781,,25,green,,False,False,False,7,mineral,,False
jangmo-o,jangmo-o,6,297,45,55,65,45,45,45,dragon,,bulletproof,soundproof,overcoat,782,,45,gray,,False,False,False,7,dragon,,False
hakamo-o,hakamo-o,12,470,55,75,90,65,70,65,dragon,fighting,bulletproof,soundproof,overcoat,783,,45,gray,,False,False,False,7,dragon,,False
kommo-o,kommo-o,16,782,75,110,125,100,105,85,dragon,fighting,bulletproof,soundproof,overcoat,784,,45,gray,,False,False,False,7,dragon,,False
kommo-o-totem,kommo-o,24,2075,75,110,125,100,105,85,dragon,fighting,bulletproof,soundproof,overcoat,784,,45,gray,,False,False,False,7,dragon,,False
tapu-koko,tapu-koko,18,205,70,115,85,95,75,130,electric,fairy,electric-surge,telepathy,,785,,3,yellow,,False,True,False,7,no-eggs,,False
tapu-lele,tapu-lele,12,186,70,85,75,130,115,95,psychic,fairy,psychic-surge,telepathy,,786,,3,pink,,False,True,False,7,no-eggs,,False
tapu-bulu,tapu-bulu,19,455,70,130,115,85,95,75,grass,fairy,grassy-surge,telepathy,,787,,3,red,,False,True,False,7,no-eggs,,False
tapu-fini,tapu-fini,13,212,70,75,115,95,130,85,water,fairy,misty-surge,telepathy,,788,,3,purple,,False,True,False,7,no-eggs,,False
cosmog,cosmog,2,1,43,29,31,29,31,37,psychic,,unaware,,,789,,45,blue,,False,True,False,7,no-eggs,,False
cosmoem,cosmoem,1,9999,43,29,131,29,131,37,psychic,,sturdy,,,790,,45,blue,,False,True,False,7,no-eggs,,False
solgaleo,solgaleo,34,2300,137,137,107,113,89,97,psychic,steel,full-metal-body,,,791,,45,white,,False,True,False,7,no-eggs,,False
lunala,lunala,40,1200,137,113,89,137,107,97,psychic,ghost,shadow-shield,,,792,,45,purple,,False,True,False,7,no-eggs,,False
nihilego,nihilego,12,555,109,53,47,127,131,103,rock,poison,beast-boost,,,793,,45,white,,False,False,False,7,no-eggs,,False
buzzwole,buzzwole,24,3336,107,139,139,53,53,79,bug,fighting,beast-boost,,,794,,45,red,,False,False,False,7,no-eggs,,False
